Cargo;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Ocupação;Partido;Região;Situação totalização;Turno;UF;Votos válidos;Votos nominais;Data de carga
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;CHÃ DE ALEGRIA;MARCOS GOMES DO AMARAL;Comerciante;REPUBLICANOS;NORDESTE;Eleito;1;PE;9793;5258;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;MOREILÂNDIA;VICENTE TEIXEIRA SAMPAIO NETO;Agricultor;PSDB;NORDESTE;Eleito;1;PE;7975;5310;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;TRAIPU;MANUEL LUCAS KUMMER FREITAS DOS SANTOS;Prefeito;MDB;NORDESTE;Eleito;1;AL;13947;12379;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);30 a 34 anos;Masculino;Superior completo;BARRA DE GUABIRABA;DIOGO CARLOS DE LIMA SILVA;Administrador;PSDB;NORDESTE;Eleito;1;PE;8326;5504;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BOA VISTA DO TUPIM;SAVIO BULCAO DOS SANTOS;Outros;PSDB;NORDESTE;Eleito;1;BA;11781;5622;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;CANAVIEIRA;ERIKA DE ALBUQUERQUE FONSECA;Vereador;PT;NORDESTE;Eleito;1;PI;3130;1627;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;LAGOA DE VELHOS;JOSÉ NILDO GALDINO;Servidor Público Estadual;PSD;NORDESTE;Eleito;1;RN;2973;1769;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;SÃO MIGUEL DO TAPUIO;POMPILIO EVARISTO CARDOSO FILHO;Prefeito;PSD;NORDESTE;Eleito;1;PI;11869;7874;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;ITABAIANA;VALMIR DOS SANTOS COSTA;Empresário;PL;NORDESTE;Eleito;1;SE;61243;35897;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;VÁRZEA DO POÇO;EVERSON MARCOS MATT;Médico;UNIÃO;NORDESTE;Eleito;1;BA;6286;3329;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;SANTANÓPOLIS;GILSON CERQUEIRA ALMEIDA;Auxiliar de Escritório e Assemelhados;MDB;NORDESTE;Eleito;1;BA;7851;6144;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;BOM JESUS;JOSE NILSON PEREIRA DA SILVA;Empresário;PL;NORDESTE;Eleito;1;RN;7431;4149;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;RETIROLÂNDIA;JOSÉ EGNILDO DOS SANTOS;Vereador;PSB;NORDESTE;Eleito;1;BA;10997;5543;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;SÃO JOÃO DO ARRAIAL;ABDORAL MELO DA SILVA;Administrador;PT;NORDESTE;Eleito;1;PI;6330;3211;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;COLÔNIA LEOPOLDINA;ALEXANDRE GILBERTO SOBREIRA;Servidor Público Municipal;MDB;NORDESTE;Eleito;1;AL;11602;5995;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;GOVERNADOR DIX-SEPT ROSADO;ARTUR RODRIGUES DO VALE COSTA;Prefeito;UNIÃO;NORDESTE;Eleito;1;RN;10160;6714;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PORTEIRAS;ALBOINO MIRANDA TAVARES NETO;Médico;PSB;NORDESTE;Eleito;1;CE;12032;7065;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;SOUSA;HELDER MOREIRA ABRANTES DE CARVALHO;Advogado;PSB;NORDESTE;Eleito;1;PB;39447;23397;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;TORITAMA;SERGIO PROCOPIO COLIN DA SILVA CARVALHO;Administrador;MDB;NORDESTE;Eleito;1;PE;28117;18816;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;COIVARAS;JOÃO DA CRUZ MOURÃO;Gerente;PT;NORDESTE;Eleito;1;PI;5097;2619;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;AREIA BRANCA;TALYSSON BARBOSA COSTA;Empresário;PL;NORDESTE;Eleito;1;SE;13012;7827;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;AIUABA;JOSE MORAES FEITOSA;Professor de Ensino Superior;PT;NORDESTE;Eleito;1;CE;9443;5175;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental incompleto;OLIVEDOS;PEDRO JARSON VERISSIMO DE SOUZA;Outros;REPUBLICANOS;NORDESTE;Eleito;1;PB;3609;2134;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;RIBEIRA DO PIAUÍ;ANTÔNIO LUIZ DE ARAÚJO COSTA NETO;Prefeito;PT;NORDESTE;Eleito;1;PI;3471;2341;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ACAUÃ;REGINALDO RAIMUNDO RODRIGUES;Agricultor;PSD;NORDESTE;Eleito;1;PI;5612;4634;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;SANTANA DO SERIDÓ;TATIANA FATIMA FERREIRA DE ARAUJO;Assistente Social;PODE;NORDESTE;Eleito;1;RN;2370;1628;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;BEBERIBE;MICHELE CARIELLO DE SÁ QUEIROZ ROCHA;Prefeito;PP;NORDESTE;Eleito;1;CE;39441;24000;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PINHEIRO;CARLOS ANDRE COSTA SILVA;Empresário;PODE;NORDESTE;Eleito;1;MA;48751;18392;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;MEDEIROS NETO;ADALBERTO ALVES PINTO;Prefeito;MDB;NORDESTE;Eleito;1;BA;14680;10317;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Masculino;Superior incompleto;SOBRADO;OLINALDO MARTINS DA SILVA;Prefeito;MDB;NORDESTE;Eleito;1;PB;6801;3478;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;IBICUÍ;SALOMÃO BRITO DE CERQUEIRA;Outros;PSD;NORDESTE;Eleito;1;BA;9805;4971;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;CARAÚBAS;NERIVAN ALVARES DE LIMA;Gari ou Lixeiro;MDB;NORDESTE;Eleito;1;PB;4170;2276;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;CERRO CORÁ;MACIEL DOS SANTOS FREIRE;Empresário;MDB;NORDESTE;Eleito;1;RN;7794;4149;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);30 a 34 anos;Feminino;Superior completo;SANTANA DOS GARROTES;PALOMA KENNED LEITE DA SILVA;Servidor Público Municipal;REPUBLICANOS;NORDESTE;Eleito;1;PB;5086;4126;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;SÃO RAIMUNDO DAS MANGABEIRAS;ACCIOLY CARDOSO LIMA E SILVA;Advogado;PP;NORDESTE;Eleito;1;MA;13463;7736;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;RERIUTABA;PEDRO HUMBERTO COELHO MARQUES;Prefeito;PSB;NORDESTE;Eleito;1;CE;8477;8477;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio completo;BOCAINA;GUILHERME PORTELA DE DEUS MACÊDO;Empresário;PT;NORDESTE;Eleito;1;PI;5362;3070;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Lê e escreve;MIRANTE;EDNO SILVA NASCIMENTO;Empresário;PT;NORDESTE;Eleito;1;BA;6747;3659;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;SERRA DO MEL;HUDSON KÊNIO DE MOURA AZEVEDO;Agricultor;PP;NORDESTE;Eleito;1;RN;11828;7421;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;POÇO DAS TRINCHEIRAS;JOSE VALMIRO GOMES DA COSTA;Aposentado (Exceto Servidor Público);MDB;NORDESTE;Eleito;1;AL;8965;3961;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;CONGO;FLAVIA EMANOELA SOUSA PEREIRA QUIRINO;Prefeito;MDB;NORDESTE;Eleito;1;PB;4643;2924;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);45 a 49 anos;Feminino;Superior completo;CAJAZEIRAS;MARIA DO SOCORRO DELFINO PEREIRA;Professor de Ensino Fundamental;PP;NORDESTE;Eleito;1;PB;38661;20521;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Fundamental completo;SANTANA DO PIAUÍ;ADONALDO GONÇALVES DE SOUSA;Agricultor;SOLIDARIEDADE;NORDESTE;Eleito;1;PI;3778;1986;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;OLINDINA;LUIZ ALBERTO ARAÚJO DANTAS FILHO;Administrador;PSD;NORDESTE;Eleito;1;BA;15892;11236;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;MARCELO FERREIRA TELES;Professor de Ensino Médio;PT;NORDESTE;Eleito;1;CE;42747;28925;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;LIMOEIRO;ORLANDO JORGE PEREIRA DE ANDRADE LIMA;Prefeito;PODE;NORDESTE;Eleito;1;PE;35538;24898;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BARRA DE SANTANA;CLEOCELIO NAZARENO BARRETO;Vereador;UNIÃO;NORDESTE;Eleito;1;PB;6424;3239;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);60 a 64 anos;Feminino;Superior incompleto;BREJO SANTO;MARIA GISLAINE SANTANA SAMPAIO LANDIM;Prefeito;PSB;NORDESTE;Eleito;1;CE;28059;18324;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;PIRAÍ DO NORTE;HELITON FABIANO TAVARES DA SILVA PEREIRA;Advogado;PP;NORDESTE;Eleito;1;BA;6232;3132;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;PIQUET CARNEIRO;NEILA MARIA VITORIANO DE SOUSA;Professor de Ensino Fundamental;PT;NORDESTE;Eleito;1;CE;10626;6025;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;LUIS CORREIA;MARIA DAS DORES FONTENELE BRITO;Prefeito;PT;NORDESTE;Eleito;1;PI;21558;11417;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);50 a 54 anos;Feminino;Superior completo;COLÔNIA DO GURGUÉIA;LISIANE FRANCO ROCHA ARAÚJO;Enfermeiro;MDB;NORDESTE;Eleito;1;PI;4780;1871;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;SOLIDÃO;MAYCO PABLO SANTOS ARAUJO;Empresário;PSB;NORDESTE;Eleito;1;PE;4207;4207;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;CAJARI;CONSTANCIO ALESSANCO COELHO DE SOUZA;Prefeito;UNIÃO;NORDESTE;Eleito;1;MA;14018;8528;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Feminino;Superior completo;ILHA GRANDE;MARINA DE OLIVEIRA BRITO;Aposentado (Exceto Servidor Público);PP;NORDESTE;Eleito;1;PI;7939;4358;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PIRACURUCA;FRANCISCO MARCELO CARVALHO MENDES;Empresário;PSD;NORDESTE;Eleito;1;PI;21189;11683;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Feminino;Ensino Médio completo;CANSANÇÃO;VILMA ROSA DE OLIVEIRA GOMES;Prefeito;MDB;NORDESTE;Eleito;1;BA;23439;17229;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior completo;CALDEIRÃO GRANDE;PEDRO HENRIQUE ARAUJO BEZERRA;Advogado;PP;NORDESTE;Eleito;1;BA;8474;5711;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;NOSSA SENHORA DOS REMÉDIOS;JOSÉ FERNANDO OLIVEIRA DE BRITO;Médico;PSD;NORDESTE;Eleito;1;PI;7193;4951;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;ANGICOS;MIGUEL PINHEIRO NETO;Prefeito;MDB;NORDESTE;Eleito;1;RN;8436;6126;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;BAIXIO;LUCIO ALVES BARROSO;Empresário;REPUBLICANOS;NORDESTE;Eleito;1;CE;4916;2542;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior completo;SÃO JOÃO DO PARAÍSO;MARCOS VINICIUS DE FRANÇA FERREIRA;Empresário;MDB;NORDESTE;Eleito;1;MA;7567;4923;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;LORETO;GERMANO MARTINS COELHO;Prefeito;REPUBLICANOS;NORDESTE;Eleito;1;MA;7064;3881;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;PRIMEIRA CRUZ;GUILHERME CARNEIRO AGUIAR;Médico;UNIÃO;NORDESTE;Eleito;1;MA;9634;4937;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);40 a 44 anos;Feminino;Superior completo;LENÇÓIS;VANESSA DOS ANJOS TELES SENNA;Prefeito;PSD;NORDESTE;Eleito;1;BA;6117;5043;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;JOÃO LISBOA;FÁBIO VALE DE HOLANDA;Odontólogo;PSDB;NORDESTE;Eleito;1;MA;18370;9525;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;CABO DE SANTO AGOSTINHO;LUIZ CABRAL DE OLIVEIRA FILHO;Empresário;SOLIDARIEDADE;NORDESTE;Eleito;1;PE;128879;60103;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Feminino;Superior completo;AMAPÁ DO MARANHÃO;NELENE DA COSTA GOMES;Prefeito;PL;NORDESTE;Eleito;1;MA;4962;3009;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;FILADÉLFIA;ANDRÉ LUIZ RIBEIRO MAIA;Advogado;PRD;NORDESTE;Eleito;1;BA;13078;6625;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;SÃO JOSÉ DO PIAUÍ;ADMAELTON BEZERRA SOUSA;Prefeito;MDB;NORDESTE;Eleito;1;PI;4596;4596;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;BARRA D'ALCÂNTARA;MARDONIO SOARES LOPES;Empresário;MDB;NORDESTE;Eleito;1;PI;2411;2411;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;AMPARO;TARCIO GABRIEL ALVES DE BRITO RAFAEL;Servidor Público Municipal;REPUBLICANOS;NORDESTE;Eleito;1;PB;2370;1732;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;NOVA ITARANA;ELMO RICARDO GALVAO DE SOUZA  SILVA;Servidor Público Municipal;PSD;NORDESTE;Eleito;1;BA;5405;3773;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Feminino;Superior completo;MUNDO NOVO;ANA PAULA DE OLIVEIRA COSTA;Enfermeiro;PSD;NORDESTE;Eleito;1;BA;11731;5929;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);65 a 69 anos;Masculino;Ensino Fundamental completo;PAU D'ARCO DO PIAUÍ;ANTONIO MILTON DE ABREU PASSOS;Aposentado (Exceto Servidor Público);PT;NORDESTE;Eleito;1;PI;4564;2297;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;GUARIBAS;JOÉRCIO MATIAS DE ANDRADE;Prefeito;MDB;NORDESTE;Eleito;1;PI;3726;2619;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Feminino;Ensino Médio completo;CONCEIÇÃO DO ALMEIDA;RENATA SUELY NOGUEIRA DE SANTANA BARROS;Administrador;PSD;NORDESTE;Eleito;1;BA;11867;7362;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Feminino;Superior incompleto;JOCA MARQUES;FABIANNA SPINDOLA MARQUES;Prefeito;MDB;NORDESTE;Eleito;1;PI;4699;2493;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;TUTÓIA;FRANCISCO CARDOSO RODRIGUES;Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;PL;NORDESTE;Eleito;1;MA;32908;16780;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;VERDEJANTE;FRANCISCO DE ASSIS TAVARES FILHO;Contador;PSDB;NORDESTE;Eleito;1;PE;6884;4309;2025-05-06 19:30:57
Prefeito;Indígena;Divorciado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;PESQUEIRA;MARCOS LUIDSON DE ARAÚJO;Agricultor;REPUBLICANOS;NORDESTE;Eleito;1;PE;38344;19613;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;JANDUÍS;ELVÉCIO GURGEL DE SALES;Ocupante de Cargo em Comissão;PT;NORDESTE;Eleito;1;RN;3839;2491;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;MACEIÓ;JOAO HENRIQUE HOLANDA CALDAS;Prefeito;PL;NORDESTE;Eleito;1;AL;455918;379544;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;SÃO JOSÉ DA LAGOA TAPADA;EVILASIO FORMIGA LUCENA NETO;Produtor Agropecuário;REPUBLICANOS;NORDESTE;Eleito;1;PB;5980;3081;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;HIDROLÂNDIA;LUAN PEREIRA XAVIER GOMES;Enfermeiro;PSB;NORDESTE;Eleito;1;CE;13788;7037;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;POJUCA;LUIZ CARLOS COSTA TRINCHÃO;Administrador;PSD;NORDESTE;Eleito;1;BA;21685;12111;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;GUAMARÉ;HÉLIO WILLAMY MIRANDA DA FONSECA;Agente Administrativo;PSDB;NORDESTE;Eleito;1;RN;13648;5617;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Feminino;Superior completo;PASSAGEM;WEDNA MARIA TAVARES MENDONÇA DE ARAÚJO;Advogado;PP;NORDESTE;Eleito;1;RN;4333;2270;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;CORURIPE;MARCELO BELTRÃO SIQUEIRA;Engenheiro;PP;NORDESTE;Eleito;1;AL;30645;27647;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);60 a 64 anos;Feminino;Superior completo;ARARI;MARIA ALVES MUNIZ;Empresário;MDB;NORDESTE;Eleito;1;MA;18654;9260;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;MARANGUAPE;ATILA CORDEIRO CAMARA;Advogado;PSB;NORDESTE;Eleito;1;CE;62512;46254;2025-05-06 19:30:57
Prefeito;Parda;Divorciado(a);65 a 69 anos;Masculino;Ensino Médio completo;AMARGOSA;GETÚLIO ALMEIDA SAMPAIO;Comerciante;PT;NORDESTE;Eleito;1;BA;22245;12441;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;FREI PAULO;DOUGLAS RAFAEL SANTOS DA COSTA;Empresário;PSD;NORDESTE;Eleito;1;SE;11577;6859;2025-05-06 19:30:57
Prefeito;Preta;Solteiro(a);40 a 44 anos;Masculino;Superior completo;SANTA CRUZ DA VITÓRIA;MAURÍCIO LOPES DOS SANTOS;Prefeito;PSD;NORDESTE;Eleito;1;BA;4240;2884;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;LAGO VERDE;ALEX CRUZ ALMEIDA;Prefeito;PP;NORDESTE;Eleito;1;MA;10656;6317;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;UNIÃO DOS PALMARES;JOSÉ IRAN MENEZES DA SILVA JUNIOR;Empresário;MDB;NORDESTE;Eleito;1;AL;36290;23163;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);40 a 44 anos;Masculino;Superior completo;JARDIM DE ANGICOS;CARLOS ANDRE CAMARA BEZERRA;Administrador;UNIÃO;NORDESTE;Eleito;1;RN;2865;1973;2025-05-06 19:30:57
Prefeito;Preta;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;BETÂNIA;ERIVALDO SEVERINO BEZERRA;Empresário;PSB;NORDESTE;Eleito;1;PE;8231;4191;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);40 a 44 anos;Feminino;Ensino Médio completo;BARRA DE SANTO ANTÔNIO;LIVIA CARLA DA SILVA ALVES;Empresário;REPUBLICANOS;NORDESTE;Eleito;1;AL;12560;7647;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;JOSÉ DE FREITAS;PEDRO GOMES DOS SANTOS FILHO;Vereador;PT;NORDESTE;Eleito;1;PI;29201;14724;2025-05-06 19:30:57
Prefeito;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior completo;SÃO RAIMUNDO NONATO;ROGÉRIO ARAÚJO DE CASTRO;Administrador;MDB;NORDESTE;Eleito;1;PI;22941;12457;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;LAGOA DO OURO;EDSON LOPES CAVALCANTE;Agricultor;PP;NORDESTE;Eleito;1;PE;9003;5465;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);50 a 54 anos;Masculino;Superior completo;ARARENDÁ;ARISTEU ALVES EDUARDO;Contador;PT;NORDESTE;Eleito;1;CE;7584;5870;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;PIANCÓ;JÚLIO EDUARDO VENÂNCIO PINHEIRO;Administrador;PP;NORDESTE;Eleito;1;PB;10693;6531;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;BOM JESUS DA LAPA;EURES RIBEIRO PEREIRA;Deputado;PSD;NORDESTE;Eleito;1;BA;38343;21155;2025-05-06 19:30:57
Prefeito;Branca;Viúvo(a);65 a 69 anos;Masculino;Ensino Médio completo;PASSIRA;SEVERINO SILVESTRE DE ALBUQUERQUE;Comerciante;PSD;NORDESTE;Eleito;1;PE;20616;12704;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;PALMEIRINA;THATIANNE PINTO MACEDO LIMA;Prefeito;PP;NORDESTE;Eleito;1;PE;4569;2635;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;SÃO TOMÉ;JOSINALDO AMARO DE LIMA;Outros;PL;NORDESTE;Eleito;1;RN;7627;4870;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;IPAUMIRIM;WILSON ALVES DE FREITAS;Empresário;PSD;NORDESTE;Eleito;1;CE;7916;6117;2025-05-06 19:30:57
Prefeito;Parda;Solteiro(a);45 a 49 anos;Masculino;Superior completo;CALDAS BRANDÃO;FÁBIO ROLIM PEIXOTO;Professor e Instrutor de Formação Profissional;MDB;NORDESTE;Eleito;1;PB;2705;2705;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);65 a 69 anos;Masculino;Superior completo;IBICOARA;GILMADSON CRUZ DE MELO;Administrador;AVANTE;NORDESTE;Eleito;1;BA;13511;7788;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio incompleto;SERRA DO RAMALHO;ELI CARLOS DOS ANJOS SANTOS;Prefeito;PSDB;NORDESTE;Eleito;1;BA;21086;14460;2025-05-06 19:30:57
Prefeito;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;VIÇOSA;JOÃO VICTOR CALHEIROS AMORIM SANTOS;Pecuarista;MDB;NORDESTE;Eleito;1;AL;16190;9301;2025-05-06 19:30:57
Prefeito;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;SERRA CAIADA;JOÃO MARIA ANDRADE FURTADO FILHO;Prefeito;PSDB;NORDESTE;Eleito;1;RN;7519;5180;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Médio completo;POMBOS;ELIAS BATISTA DE LIMA;Empresário;MDB;NORDESTE;Eleito;1;PE;16933;7316;2025-05-06 19:30:57
Prefeito;Branca;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;SANTA CRUZ DO CAPIBARIBE;HELIO LIMA ARAGAO FILHO;Empresário;PSD;NORDESTE;Eleito;1;PE;52031;36318;2025-05-06 19:30:57
